n,one_over_n,product,GM,AM,AM_minus_GM,diameter,radius,circumference,half_walk,half_diameter,equal_arc,chord,apothem,central_angle_rad,spiral_arc,cross_ratio,log_n,is_fibonacci,two_cos_pi_over_n,marriage_gap
11,0.09090909090909091,1.0,1.0,5.545454545454546,4.545454545454546,11.0,5.5,34.55751918948772,17.27875959474386,5.5,3.141592653589793,3.0990581252557265,5.277211354879736,0.5711986642890533,191.63715186897738,-11.0,2.3978952727983707,0,1.9189859472289947,0.30095195847909983
12,0.08333333333333333,1.0,1.0,6.041666666666667,5.041666666666667,12.0,6.0,37.69911184307752,18.84955592153876,6.0,3.141592653589793,3.105828541230249,5.79555495773441,0.5235987755982988,227.76546738526,-12.0,2.4849066497880004,0,1.9318516525781366,0.3138176638282417
13,0.07692307692307693,1.0,1.0,6.538461538461538,5.538461538461538,13.0,6.5,40.840704496667314,20.420352248333657,6.5,3.141592653589793,3.1111036357382504,6.311121813269338,0.483321946706122,267.0353755551324,-13.0,2.5649493574615367,1,1.941883634852104,0.3238496461022091
14,0.07142857142857142,1.0,1.0,7.035714285714286,6.035714285714286,14.0,7.0,43.982297150257104,21.991148575128552,7.0,3.141592653589793,3.1152930753884016,6.8244953852727654,0.4487989505128276,309.4468763785946,-14.0,2.6390573296152584,0,1.9498558243636472,0.33182183561375234
15,0.06666666666666667,1.0,1.0,7.533333333333333,6.533333333333333,15.0,7.5,47.12388980384689,23.561944901923447,7.5,3.141592653589793,3.11867536226639,7.336107005503543,0.41887902047863906,354.9999698556466,-15.0,2.70805020110221,0,1.9562952014676114,0.3382612127177165
16,0.0625,1.0,1.0,8.03125,7.03125,16.0,8.0,50.26548245743669,25.132741228718345,8.0,3.141592653589793,3.121445152258052,7.8462822432258434,0.39269908169872414,403.6946559862884,-16.0,2.772588722239781,0,1.9615705608064609,0.34353657205656596
17,0.058823529411764705,1.0,1.0,8.529411764705882,7.529411764705882,17.0,8.5,53.40707511102649,26.703537555513243,8.5,3.141592653589793,3.1237418028816957,8.355271347313165,0.36959913571644626,455.53093477052,-17.0,2.833213344056216,0,1.9659461993678036,0.34791221061790867
18,0.05555555555555555,1.0,1.0,9.027777777777779,8.027777777777779,18.0,9.0,56.548667764616276,28.274333882308138,9.0,3.141592653589793,3.125667198004746,8.863269777109872,0.3490658503988659,510.50880620834135,-18.0,2.8903717578961645,0,1.969615506024416,0.35158151727452114
19,0.05263157894736842,1.0,1.0,9.526315789473685,8.526315789473685,19.0,9.5,59.690260418206066,29.845130209103033,9.5,3.141592653589793,3.127297215333944,9.370432382325863,0.3306939635357677,568.6282702997526,-19.0,2.9444389791664403,0,1.9727226068054446,0.35468861805554974
20,0.05,1.0,1.0,10.025,9.025,20.0,10.0,62.83185307179586,31.41592653589793,10.0,3.141592653589793,3.1286893008046173,9.876883405951379,0.3141592653589793,629.8893270447535,-20.0,2.995732273553991,0,1.9753766811902755,0.35734269244038064
21,0.047619047619047616,1.0,1.0,10.523809523809524,9.523809523809524,21.0,10.5,65.97344572538566,32.98672286269283,10.5,3.141592653589793,3.1298875896996634,10.382723675363849,0.2991993003418851,694.2919764433443,-21.0,3.044522437723423,1,1.977661652450257,0.35962766370036214
22,0.045454545454545456,1.0,1.0,11.022727272727273,10.022727272727273,22.0,11.0,69.11503837897544,34.55751918948772,11.0,3.141592653589793,3.130926442012273,10.888035860690259,0.28559933214452665,761.8362184955248,-22.0,3.091042453358316,0,1.9796428837618654,0.36160889501197047
23,0.043478260869565216,1.0,1.0,11.521739130434783,10.521739130434783,23.0,11.5,72.25663103256524,36.12831551628262,11.5,3.141592653589793,3.1318329292136715,11.392888379417803,0.2731819698773733,832.5220532012952,-23.0,3.1354942159291497,0,1.9813718920726615,0.3633379033227666
24,0.041666666666666664,1.0,1.0,12.020833333333334,11.020833333333334,24.0,12.0,75.39822368615503,37.69911184307752,12.0,3.141592653589793,3.1326286132812378,11.897338336485724,0.2617993877991494,906.3494805606554,-24.0,3.1780538303479458,0,1.9828897227476208,0.36485573399772586
25,0.04,1.0,1.0,12.52,11.52,25.0,12.5,78.53981633974483,39.269908169872416,12.5,3.141592653589793,3.1333308391076065,12.401433766430973,0.25132741228718347,983.3185005736052,-25.0,3.2188758248682006,0,1.9842294026289558,0.36619541387906085
26,0.038461538461538464,1.0,1.0,13.01923076923077,12.01923076923077,26.0,13.0,81.68140899333463,40.840704496667314,13.0,3.141592653589793,3.1339536866383995,12.905215363274701,0.241660973353061,1063.429113240145,-26.0,3.258096538021482,0,1.985417748196108,0.36738375944621304
27,0.037037037037037035,1.0,1.0,13.518518518518519,12.518518518518519,27.0,13.5,84.82300164692441,42.411500823462205,13.5,3.141592653589793,3.134508681381216,13.408717829516231,0.23271056693257727,1146.6813185602746,-27.0,3.295836866004329,0,1.986476715483886,0.36844272673399114
28,0.03571428571428571,1.0,1.0,14.017857142857142,13.017857142857142,28.0,14.0,87.96459430051421,43.982297150257104,14.0,3.141592653589793,3.13500533089262,13.911970938505396,0.2243994752564138,1233.0751165339939,-28.0,3.332204510175204,0,1.9874244197864852,0.3693904310365903
29,0.034482758620689655,1.0,1.0,14.517241379310345,13.517241379310345,29.0,14.5,91.106186954104,45.553093477052,14.5,3.141592653589793,3.1354515342943112,14.415000378738213,0.21666156231653746,1322.6105071613028,-29.0,3.367295829986474,0,1.9882759143087192,0.3702419255588243
30,0.03333333333333333,1.0,1.0,15.016666666666667,14.016666666666667,30.0,15.0,94.24777960769379,47.12388980384689,15.0,3.141592653589793,3.1358538980296036,14.9178284305241,0.20943951023931953,1415.2874904422017,-30.0,3.4011973816621555,0,1.9890437907365466,0.3710098019866517
31,0.03225806451612903,1.0,1.0,15.516129032258064,14.516129032258064,31.0,15.5,97.38937226128358,48.69468613064179,15.5,3.141592653589793,3.136217981610397,15.420474512574375,0.2026833970057931,1511.1060663766905,-31.0,3.4339872044851463,0,1.9897386467837903,0.3717046580338954
32,0.03125,1.0,1.0,16.015625,15.015625,32.0,16.0,100.53096491487338,50.26548245743669,16.0,3.141592653589793,3.1365484905459393,15.92295562675515,0.19634954084936207,1610.066234964769,-32.0,3.4657359027997265,0,1.9903694533443939,0.37233546459449895
33,0.030303030303030304,1.0,1.0,16.515151515151516,15.515151515151516,33.0,16.5,103.67255756846318,51.83627878423159,16.5,3.141592653589793,3.1368494290380275,16.425286722455894,0.19039955476301776,1712.1679962064372,-33.0,3.4965075614664802,0,1.9909438451461692,0.3729098563962743
34,0.029411764705882353,1.0,1.0,17.014705882352942,16.014705882352942,34.0,17.0,106.81415022205297,53.40707511102649,17.0,3.141592653589793,3.1371242217522677,16.927480997015586,0.18479956785822313,1817.4113501016952,-34.0,3.5263605246161616,1,1.991468352590069,0.37343436384017403
35,0.02857142857142857,1.0,1.0,17.514285714285716,16.514285714285716,35.0,17.5,109.95574287564276,54.97787143782138,17.5,3.141592653589793,3.1373758116201724,17.429550144916682,0.17951958020513104,1925.7962966505431,-35.0,3.5553480614894135,0,1.9919485879904781,0.37391459924058323
36,0.027777777777777776,1.0,1.0,18.01388888888889,17.01388888888889,36.0,18.0,113.09733552923255,56.548667764616276,18.0,3.141592653589793,3.137606738915694,17.93150456565142,0.17453292519943295,2037.322835852981,-36.0,3.58351893845611,0,1.992389396183491,0.3743554074335962
37,0.02702702702702703,1.0,1.0,18.513513513513512,17.513513513513512,37.0,18.5,116.23892818282235,58.119464091411174,18.5,3.141592653589793,3.13781920559384,18.43335353803674,0.16981581911296179,2151.990967709008,-37.0,3.6109179126442243,0,1.992794977085053,0.37476098833515814
38,0.02631578947368421,1.0,1.0,19.013157894736842,18.013157894736842,38.0,19.0,119.38052083641213,59.690260418206066,19.0,3.141592653589793,3.1380151279486284,18.935105367126727,0.16534698176788384,2269.8006922186255,-38.0,3.6375861597263857,0,1.9931689860133397,0.3751349972634448
39,0.02564102564102564,1.0,1.0,19.512820512820515,18.512820512820515,39.0,19.5,122.52211349000193,61.261056745000964,19.5,3.141592653589793,3.1381961799523093,19.436767508617095,0.16110731556870733,2390.7520093818325,-39.0,3.6635616461296463,0,1.99351461626842,0.3754806275185252
40,0.025,1.0,1.0,20.0125,19.0125,40.0,20.0,125.66370614359172,62.83185307179586,20.0,3.141592653589793,3.1383638291137976,19.938346674662558,0.15707963267948966,2514.844919198629,-40.0,3.6888794541139363,0,1.993834667466256,0.375800678716361
41,0.024390243902439025,1.0,1.0,20.51219512195122,19.51219512195122,41.0,20.5,128.8052987971815,64.40264939859075,20.5,3.141592653589793,3.1385193662963218,20.43984892426668,0.15324842212633139,2642.079421669016,-41.0,3.713572066704308,0,1.9941316023674809,0.376097613617586
42,0.023809523809523808,1.0,1.0,21.011904761904763,20.011904761904763,42.0,21.0,131.94689145077132,65.97344572538566,21.0,3.141592653589793,3.1386639306298187,20.941279740804784,0.14959965017094254,2772.4555167929925,-42.0,3.7376696182833684,0,1.9944075943623603,0.37637360561246536
43,0.023255813953488372,1.0,1.0,21.511627906976745,20.511627906976745,43.0,21.5,135.0884841043611,67.54424205218055,21.5,3.141592653589793,3.138798530419024,21.442644098766362,0.14612058853906015,2905.9732045705587,-43.0,3.7612001156935624,0,1.9946645673271033,0.3766305785772084
44,0.022727272727272728,1.0,1.0,22.011363636363637,21.011363636363637,44.0,22.0,138.23007675795088,69.11503837897544,22.0,3.141592653589793,3.138924060766223,21.943946521425577,0.14279966607226333,3042.6324850017145,-44.0,3.784189633918261,0,1.994904229220507,0.37687024047061213
45,0.022222222222222223,1.0,1.0,22.511111111111113,21.511111111111113,45.0,22.5,141.3716694115407,70.68583470577035,22.5,3.141592653589793,3.1390413184856385,22.445191130846045,0.13962634015954636,3182.4333580864604,-45.0,3.8066624897703196,0,1.9951281005196484,0.3770941117697535
46,0.021739130434782608,1.0,1.0,23.01086956521739,22.01086956521739,46.0,23.0,144.51326206513048,72.25663103256524,23.0,3.141592653589793,3.139151014774865,22.9463816913824,0.13659098493868665,3325.375823824796,-46.0,3.828641396489095,0,1.9953375383810783,0.3773035496311834
47,0.02127659574468085,1.0,1.0,23.51063829787234,22.51063829787234,47.0,23.5,147.6548547187203,73.82742735936014,23.5,3.141592653589793,3.139253786020713,23.4475216476441,0.13368479376977843,3471.4598822167213,-47.0,3.8501476017100584,0,1.9955337572463063,0.3774997684964114
48,0.020833333333333332,1.0,1.0,24.010416666666668,23.010416666666668,48.0,24.0,150.79644737231007,75.39822368615503,24.0,3.141592653589793,3.1393502030468667,23.94861415772648,0.1308996938995747,3620.6855332622367,-48.0,3.871201010907891,0,1.995717846477207,0.37768385772731206
49,0.02040816326530612,1.0,1.0,24.510204081632654,23.510204081632654,49.0,24.5,153.93804002589985,76.96902001294993,24.5,3.141592653589793,3.1394407790549326,24.44966212238324,0.1282282715750936,3773.0527769613414,-49.0,3.8918202981106265,0,1.9958907855006727,0.37785679675077777
50,0.02,1.0,1.0,25.01,24.01,50.0,25.0,157.07963267948966,78.53981633974483,25.0,3.141592653589793,3.1395259764656687,24.950668210706787,0.12566370614359174,3928.561613314036,-50.0,3.912023005428146,0,1.9960534568565431,0.3780194681066482
51,0.0196078431372549,1.0,1.0,25.50980392156863,24.50980392156863,51.0,25.5,160.22122533307945,80.11061266653972,25.5,3.141592653589793,3.1396062128310844,25.451634882794625,0.12319971190548208,4087.212042320321,-51.0,3.9318256327243257,0,1.9962066574740882,0.3781726687241933
52,0.019230769230769232,1.0,1.0,26.009615384615383,25.009615384615383,52.0,26.0,163.36281798666926,81.68140899333463,26.0,3.141592653589793,3.1396818659588748,25.952564409806254,0.1208304866765305,4249.0040639801955,-52.0,3.9512437185814275,0,1.996351108446635,0.3783171196967401
53,0.018867924528301886,1.0,1.0,26.50943396226415,25.50943396226415,53.0,26.5,166.50441064025904,83.25220532012952,26.5,3.141592653589793,3.1397532783668574,26.45345889175452,0.11855066617319975,4413.93767829366,-53.0,3.970291913552122,0,1.996487463528643,0.378453474778748
54,0.018518518518518517,1.0,1.0,27.00925925925926,26.00925925925926,54.0,27.0,169.64600329384882,84.82300164692441,27.0,3.141592653589793,3.1398207611656948,26.954320273324242,0.11635528346628864,4582.012885260713,-54.0,3.9889840465642745,0,1.9966163165425364,0.37858232779264145
55,0.01818181818181818,1.0,1.0,27.509090909090908,26.509090909090908,55.0,27.5,172.78759594743863,86.39379797371932,27.5,3.141592653589793,3.1398845974522387,27.45515035796873,0.11423973285781065,4753.229684881357,-55.0,4.007333185232471,1,1.9967382078522713,0.3787042191023764
56,0.017857142857142856,1.0,1.0,28.008928571428573,27.008928571428573,56.0,28.0,175.92918860102841,87.96459430051421,28.0,3.141592653589793,3.13994504528274,27.955950820498863,0.1121997376282069,4927.58807715559,-56.0,4.02535169073515,0,1.9968536300356332,0.3788196412857383
57,0.017543859649122806,1.0,1.0,28.50877192982456,27.50877192982456,57.0,28.5,179.0707812546182,89.5353906273091,28.5,3.141592653589793,3.14000234028433,28.45672321834951,0.11023132117858923,5105.088062083414,-57.0,4.04305126783455,0,1.9969630328666323,0.37892904411673745
58,0.017241379310344827,1.0,1.0,29.00862068965517,28.00862068965517,58.0,29.0,182.212373908208,91.106186954104,29.0,3.141592653589793,3.1400566979542166,28.95746900168259,0.10833078115826873,5285.729639664827,-58.0,4.060443010546419,0,1.9970668277022476,0.37903283895235274
59,0.01694915254237288,1.0,1.0,29.508474576271187,28.508474576271187,59.0,29.5,185.3539665617978,92.6769832808989,29.5,3.141592653589793,3.1401083156885403,29.458189522464476,0.10649466622338281,5469.51280989983,-59.0,4.07753744390572,0,1.9971653913535239,0.379131402603629
60,0.016666666666666666,1.0,1.0,30.008333333333333,29.008333333333333,60.0,30.0,188.49555921538757,94.24777960769379,30.0,3.141592653589793,3.1401573745766296,29.958886042637214,0.10471975511965977,5656.437572788423,-60.0,4.0943445622221,0,1.9972590695091477,0.37922508075925276
61,0.01639344262295082,1.0,1.0,30.508196721311474,29.508196721311474,61.0,30.5,191.63715186897738,95.81857593448869,30.5,3.141592653589793,3.1402040409911383,30.459559741487332,0.10300303782261616,5846.503928330605,-61.0,4.110873864173311,0,1.997348179769661,0.37931419101976616
62,0.016129032258064516,1.0,1.0,31.008064516129032,30.008064516129032,62.0,31.0,194.77874452256717,97.38937226128358,31.0,3.141592653589793,3.140248468000188,30.960211722302635,0.10134169850289655,6039.711876526378,-62.0,4.127134385045092,0,1.9974330143421055,0.3793990255922106
63,0.015873015873015872,1.0,1.0,31.50793650793651,30.50793650793651,63.0,31.5,197.92033717615698,98.96016858807849,31.5,3.141592653589793,3.1402907966239213,31.460843018396055,0.09973310011396169,6236.061417375739,-63.0,4.143134726391533,0,1.9975138424378447,0.3794798536879498
64,0.015625,1.0,1.0,32.0078125,31.0078125,64.0,32.0,201.06192982974676,100.53096491487338,32.0,3.141592653589793,3.140331156954753,31.961454598565517,0.09817477042468103,6435.552550878691,-64.0,4.1588830833596715,0,1.9975909124103448,0.3795569236604499
65,0.015384615384615385,1.0,1.0,32.50769230769231,31.50769230769231,65.0,32.5,204.20352248333654,102.10176124166827,32.5,3.141592653589793,3.140369669157959,32.46204737205061,0.0966643893412244,6638.1852770352325,-65.0,4.174387269895637,0,1.9976644536646533,0.3796304649147584
66,0.015151515151515152,1.0,1.0,33.00757575757576,32.00757575757576,66.0,33.0,207.34511513692635,103.67255756846318,33.0,3.141592653589793,3.1404064443669912,32.962622193039266,0.09519977738150888,6843.959595845365,-66.0,4.189654742026425,0,1.997734678366016,0.379700689616121
67,0.014925373134328358,1.0,1.0,33.507462686567166,32.507462686567166,67.0,33.5,210.48670779051614,105.24335389525807,33.5,3.141592653589793,3.140441585485984,33.463179864771334,0.09377888518178487,7052.875507309085,-67.0,4.204692619390966,0,1.997801782971423,0.37976779422152807
68,0.014705882352941176,1.0,1.0,34.00735294117647,33.00735294117647,68.0,34.0,213.62830044410595,106.81415022205297,34.0,3.141592653589793,3.140475187910292,33.963721143280665,0.09239978392911156,7264.933011426397,-68.0,4.219507705176107,0,1.9978659496047448,0.37983196085484994
69,0.014492753623188406,1.0,1.0,34.507246376811594,33.507246376811594,69.0,34.5,216.76989309769573,108.38494654884786,34.5,3.141592653589793,3.140507340174488,34.4642467408121,0.0910606566257911,7480.132108197297,-69.0,4.23410650459726,0,1.9979273472934551,0.3798933585435602
70,0.014285714285714285,1.0,1.0,35.00714285714286,34.00714285714286,70.0,35.0,219.9114857512855,109.95574287564276,35.0,3.141592653589793,3.140538124536045,34.964757328946014,0.08975979010256552,7698.472797621788,-70.0,4.248495242049359,0,1.9979861330826294,0.3799521443327345
71,0.014084507042253521,1.0,1.0,35.50704225352113,34.50704225352113,71.0,35.5,223.05307840487532,111.52653920243766,35.5,3.141592653589793,3.140567617501899,35.46525354145906,0.08849556770675474,7919.955079699868,-71.0,4.2626798770413155,0,1.9980424530399472,0.3800084642900523
72,0.013888888888888888,1.0,1.0,36.00694444444444,35.00694444444444,72.0,36.0,226.1946710584651,113.09733552923255,36.0,3.141592653589793,3.140595890304192,35.96573597694688,0.08726646259971647,8144.5789544315385,-72.0,4.276666119016055,0,1.9980964431637156,0.3800624544138207
73,0.0136986301369863,1.0,1.0,36.50684931506849,35.50684931506849,73.0,36.5,229.3362637120549,114.66813185602744,36.5,3.141592653589793,3.1406230093307244,36.466205201231396,0.08607103160519981,8372.344421816799,-73.0,4.290459441148391,0,1.99814823020446,0.38011424145456507
74,0.013513513513513514,1.0,1.0,37.00675675675676,36.00675675675676,74.0,37.0,232.4778563656447,116.23892818282235,37.0,3.141592653589793,3.1406490365149744,36.96666174957322,0.08490790955648089,8603.251481855648,-74.0,4.30406509320417,0,1.998197932409363,0.38016394365946815
75,0.013333333333333334,1.0,1.0,37.50666666666667,36.50666666666667,75.0,37.5,235.61944901923448,117.80972450961724,37.5,3.141592653589793,3.1406740296899716,37.46710612870719,0.08377580409572781,8837.300134548088,-75.0,4.31748811353631,0,1.9982456601977168,0.38021167144782186
76,0.013157894736842105,1.0,1.0,38.00657894736842,37.00657894736842,76.0,38.0,238.76104167282426,119.38052083641213,38.0,3.141592653589793,3.1406980429098037,37.967538818717436,0.08267349088394192,9074.490379894118,-76.0,4.330733340286331,0,1.998291516774602,0.38025752802470714
77,0.012987012987012988,1.0,1.0,38.506493506493506,37.506493506493506,77.0,38.5,241.90263432641407,120.95131716320704,38.5,3.141592653589793,3.140721126742089,38.46796027476644,0.08159980918415047,9314.822217893736,-77.0,4.343805421853684,0,1.9983355986891658,0.38030160993927087
78,0.01282051282051282,1.0,1.0,39.006410256410255,38.006410256410255,78.0,39.0,245.04422698000386,122.52211349000193,39.0,3.141592653589793,3.1407433285343807,38.968370928691215,0.08055365778435367,9558.295648546946,-78.0,4.356708826689592,0,1.9983779963431392,0.38034400759324427
79,0.012658227848101266,1.0,1.0,39.50632911392405,38.50632911392405,79.0,39.5,248.18581963359367,124.09290981679683,39.5,3.141592653589793,3.140764692657125,39.46877119047842,0.07953399123012135,9804.910671853744,-79.0,4.3694478524670215,0,1.9984187944546037,0.3803848057047088
80,0.0125,1.0,1.0,40.00625,39.00625,80.0,40.0,251.32741228718345,125.66370614359172,40.0,3.141592653589793,3.140785260725489,39.96916144962891,0.07853981633974483,10054.667287814133,-80.0,4.382026634673881,0,1.9984580724814458,0.3804240837315509
81,0.012345679012345678,1.0,1.0,40.50617283950617,39.50617283950617,81.0,40.5,254.46900494077323,127.23450247038662,40.5,3.141592653589793,3.1408050718021534,40.46954207642132,0.07757018897752575,10307.565496428111,-81.0,4.394449154672439,0,1.99849590500846,0.3804619162585652
82,0.012195121951219513,1.0,1.0,41.00609756097561,40.00609756097561,82.0,41.0,257.610597594363,128.8052987971815,41.0,3.141592653589793,3.140824162582899,40.96991342308321,0.07662421106316569,10563.60529769568,-82.0,4.406719247264253,0,1.99853236210162,0.3804983733517251
83,0.012048192771084338,1.0,1.0,41.506024096385545,40.506024096385545,83.0,41.5,260.75219024795285,130.37609512397643,41.5,3.141592653589793,3.1408425675666343,41.47027582487775,0.07570102779734442,10822.786691616837,-83.0,4.418840607796598,0,1.998567509632663,0.38053352088276804
84,0.011904761904761904,1.0,1.0,42.00595238095238,41.00595238095238,84.0,42.0,263.89378290154264,131.94689145077132,42.0,3.141592653589793,3.1408603192113524,41.970629601112734,0.07479982508547127,11085.109678191586,-84.0,4.430816798843313,0,1.998601409576797,0.3805674208269021
85,0.011764705882352941,1.0,1.0,42.50588235294118,41.50588235294118,85.0,42.5,267.0353755551324,133.5176877775662,42.5,3.141592653589793,3.1408774480773154,42.47097505607847,0.07391982714328925,11350.574257419923,-85.0,4.442651256490317,0,1.9986341202860458,0.3806001315361509
86,0.011627906976744186,1.0,1.0,43.00581395348837,42.00581395348837,86.0,43.0,270.1769682087222,135.0884841043611,43.0,3.141592653589793,3.14089398295866,42.97131247992029,0.07306029426953008,11619.18042930185,-86.0,4.454347296253507,0,1.9986656967404788,0.3806317079905839
87,0.011494252873563218,1.0,1.0,43.50574712643678,42.50574712643678,87.0,43.5,273.318560862312,136.659280431156,43.5,3.141592653589793,3.1409099510044682,43.47164214945095,0.07222052077217915,11890.928193837366,-87.0,4.465908118654584,0,1.998696190779354,0.380662202029459
88,0.011363636363636364,1.0,1.0,44.00568181818182,43.00568181818182,88.0,44.0,276.46015351590177,138.23007675795088,44.0,3.141592653589793,3.14092537783028,43.97196432890763,0.07139983303613166,12165.817551026474,-88.0,4.477336814478207,0,1.9987256513139833,0.3806916625640884
89,0.011235955056179775,1.0,1.0,44.50561797752809,43.50561797752809,89.0,44.5,279.6017461694916,139.8008730847458,44.5,3.141592653589793,3.14094028762087,44.47227927065803,0.07059758772111895,12443.848500869171,-89.0,4.48863636973214,1,1.9987541245239564,0.3807201357740615
90,0.011111111111111112,1.0,1.0,45.00555555555555,44.00555555555555,90.0,45.0,282.7433388230814,141.3716694115407,45.0,3.141592653589793,3.1409547032250873,44.972587215859306,0.06981317007977318,12725.021043365457,-90.0,4.499809670330265,0,1.9987816540381915,0.3807476652882966
91,0.01098901098901099,1.0,1.0,45.505494505494504,44.505494505494504,91.0,45.5,285.88493147667117,142.94246573833559,45.5,3.141592653589793,3.1409686462434396,45.4728883950737,0.06904599238658886,13009.335178515334,-91.0,4.51085950651685,0,1.9988082811021408,0.3807742923522459
92,0.010869565217391304,1.0,1.0,46.005434782608695,45.005434782608695,92.0,46.0,289.02652413026095,144.51326206513048,46.0,3.141592653589793,3.1409821371090465,45.973183028844005,0.06829549246934333,13296.7909063188,-92.0,4.5217885770490405,0,1.998834044732348,0.38080005598245315
93,0.010752688172043012,1.0,1.0,46.505376344086024,45.505376344086024,93.0,46.5,292.16811678385073,146.08405839192537,46.5,3.141592653589793,3.1409951951625388,46.47347132823189,0.06756113233526437,13587.388226775854,-93.0,4.532599493153256,0,1.998858981859436,0.3808249931095411
94,0.010638297872340425,1.0,1.0,47.005319148936174,46.005319148936174,94.0,47.0,295.3097094374406,147.6548547187203,47.0,3.141592653589793,3.1410078387214093,46.973753495321965,0.06684239688488922,13881.127139886501,-94.0,4.543294782270004,0,1.9988831274605092,0.3808491387106143
95,0.010526315789473684,1.0,1.0,47.50526315789474,46.50526315789474,95.0,47.5,298.45130209103036,149.22565104551518,47.5,3.141592653589793,3.1410200851442807,47.47402972369399,0.06613879270715355,14178.007645650736,-95.0,4.553876891600541,0,1.998906514681852,0.3808725259319572
96,0.010416666666666666,1.0,1.0,48.005208333333336,47.005208333333336,96.0,48.0,301.59289474462014,150.79644737231007,48.0,3.141592653589793,3.1410319508905093,47.97430019886555,0.06544984694978735,14478.02974406856,-96.0,4.564348191467836,0,1.9989291749527314,0.38089518620283647
97,0.010309278350515464,1.0,1.0,48.50515463917526,47.50515463917526,97.0,48.5,304.7344873982099,152.36724369910496,48.5,3.141592653589793,3.1410434515755226,48.47456509870747,0.06477510625958337,14781.193435139976,-97.0,4.574710978503383,0,1.9989511380910299,0.38091714934113496
98,0.01020408163265306,1.0,1.0,49.005102040816325,48.005102040816325,98.0,49.0,307.8760800517997,153.93804002589985,49.0,3.141592653589793,3.1410546020222068,48.97482459383371,0.0641141357875468,15087.498718864981,-98.0,4.584967478670572,0,1.9989724324013758,0.3809384436514809
99,0.010101010101010102,1.0,1.0,49.505050505050505,48.505050505050505,99.0,49.5,311.01767270538954,155.50883635269477,49.5,3.141592653589793,3.1410654163086975,49.47507884796766,0.06346651825433926,15396.945595243576,-99.0,4.59511985013459,0,1.9989930847663702,0.38095909601647526
100,0.01,1.0,1.0,50.005,49.005,100.0,50.0,314.1592653589793,157.07963267948966,50.0,3.141592653589793,3.141075907812829,49.97532801828658,0.06283185307179587,15709.53406427576,-100.0,4.605170185988092,0,1.9990131207314632,0.3809791319815683
101,0.009900990099009901,1.0,1.0,50.504950495049506,49.504950495049506,101.0,50.5,317.3008580125691,158.65042900628455,50.5,3.141592653589793,3.1410860892535286,50.4755722557454,0.062209755516629564,16025.264125961534,-101.0,4.61512051684126,0,1.9990325645839762,0.38099857583408125
